permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
ZP-2020-005957,2061 MCCLELLAN ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH CELLAR AND AN ACCESSORY ROOF DECK (FOR RESIDENTIAL USE ONLY) WITH ROOF ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLANS. ,2020-11-16 13:04:14+00,-75.1800708004361,39.92915464078529
RP-2022-008050,2250 KENNEDY ST,Addition and/or Alteration,For interior non-structural alterations to an existing attached single family dwelling per plans.No work in the basement level. Basement to remain non-habitable/storage and utilities only. Separate permits are required for all associated MEP work. ,2022-09-02 04:00:00+00,-75.06682509973298,40.010090281095174
EP-2023-000443,2112 PIERCE ST,Addition and/or Alteration,INSTALING A 100AMP SERVICE COMPLETE AS PER 2017 NEC,2023-01-17 05:00:00+00,-75.1807645899619,39.92990227132989
ZP-2023-005454,2416 REDNER ST,Full Demolition,FOR COMPLETE DEMOLITION OF EXISTING STRUCTURE. ,2023-06-02 02:02:09+00,-75.17522810016071,39.97897180068953
ZP-2021-002490,2249 N FRANKLIN ST,"New construction, addition, GFA change","FOR THE ERECTION OF A SEMI-DETACHED BUILDING WITH CELLAR, ROOF DECK AND ROOF-DECK ACCESS STRUCTURE FOR USE AS TWO-FAMILY HOUSEHOLD LIVING.",2021-10-13 04:00:00+00,-75.14569504984921,39.986014670541465
ZP-2024-009554,1435 S FALLON ST,"New construction, addition, GFA change","FOR THE ERECTION OF A NEW THREE-STORY ATTACHED STRUCTURE WITH BASEMENT AND ROOF DECK ACCESSED BY A ROOF ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON THE APPLICATION/PLAN.

AMENDMENT #1
AMEND TO INCLUDE A 5 FT. FRONT YARD SETBACK AND CHANGE REAR YARD DEPTH TO 9 FT. SIZE AND LOCATION AS SHOWN ON THE APPLICATION/AMENDED PLAN.
",2024-10-16 03:51:43+00,-75.21092762982863,39.94090328081338
EP-2022-002482,2408 SHARSWOOD ST,New Construction,Electrical Permit for combo RP-2021-016938,2022-10-27 04:00:00+00,-75.17524840011613,39.977177981208
EP-2020-001338,417 E WISTER ST,New Construction,"Install new 150 amp service to two dwelling units including all wiring, fixtures, switches and receptacles as per 2017 NEC.",2020-07-06 04:00:00+00,-75.16010114976471,40.03534739088301
PP-2024-003632,1500 E BERKS ST,Alterations,"Install the following fixtures with piping:
3 toilets,4 Lavs, 1 kitchen sink,1 dishwasher, 1 tub,1 shower , 1 hub drain for condensate and1 washer machine box
domestic water piping and 1 water heater",2024-03-13 04:00:00+00,-75.1281268999897,39.975502650503046
MP-2021-003591,1025 S 25TH ST,New Construction,"Install all new HVAC, new heaters, new air conditioners.
Installing 20 vents and register covers.

Install new ductwork.

2x AC Condenser Units to be installed in the backyard.
(2) 2.5-ton condensers

(2) 60,000 BTU heaters",2021-06-21 04:00:00+00,-75.18365182003731,39.9403583913391
RP-2023-005754,2337 TURNER ST,New Construction,NEW CONSTRUCTION OF AN ATTACHED STRUCTURE TO INCLUDE PILOT HOUSE AND ROOF DECK FOR USE AS TWO-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13R) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. TO BE COMPLETED BY AN APPROVED PARTY.,2023-11-20 05:00:00+00,-75.17369563970227,39.97990102118132
SP-2023-000378,1422 N MARSTON ST,Excavation,Site / Utility Permit for RP-2023-001412,2024-01-02 05:00:00+00,-75.18063716035749,39.9778318409661
RP-2021-019991,5355 GRAYS AVE,Addition and/or Alteration,"Alteration: Interior building; conversion of existing single-family to a two family dwelling; non-structural.",2022-01-04 05:00:00+00,-75.21634243973502,39.934444660618176
PP-2020-007684,3900 FAIRMOUNT AVE,Alterations,"3rd fl rough in (1) bathroom
2nd fl rough in (2) bathroom
1st fl rough in powder room 
replace stack ",2020-10-19 04:00:00+00,-75.20047319978931,39.96519400104785
PP-2024-011297,7723 ALGON AVE,Alterations,REPLACE STORM AND SANITARY CURB TRAPS AND FAI,2024-08-14 04:00:00+00,-75.06707943993175,40.061403130826804
EP-2022-003538,5144 N FAIRHILL ST,Addition and/or Alteration,"INSTALLING A 100AMP SERVICE COMPLETE.
REPLACING VARIOUS DEFECTIVE SWITCHES,FIXTURES,ETC.
INSTALLING (5) 15/20AMP CIRCUITS (ALL FISHING AND SURFACE MOUNT) INSTALLING (1) CARBON/SMOKE DETECTOR AS PER 2014 NEC",2022-04-06 04:00:00+00,-75.13321096017805,40.030010300589566
EP-2024-007866,153 ROSELYN ST,Addition and/or Alteration,INSTALL 100 AMP ELECTRICAL SERVICE WITH CIRCUIT BREAKER PANEL AND PROPER GROUNDING.  INSTALL 20 AMP CIRCUIT FOR CHAIR LIFT AND INSTALL SMOKE/CO ALARM ACCORDING TO THE 2017 NEC.   (FISHING WIRES ONLY),2024-08-13 04:00:00+00,-75.12243500950304,40.0423949709337
EP-2021-014199,2948 S 16TH ST,Addition and/or Alteration,"Installing a 200AMP service complete with 100AMP sub-panel
Rewiring 80% of property in accordance with local and NEC codes.
(Single family dwelling) AS PER NEC 2014",2021-12-01 05:00:00+00,-75.17524682975471,39.91354084082016
EP-2023-000772,5948 LAWNDALE ST,Addition and/or Alteration,"100 amp service and panel, (10) replace receptacle, (7) switch replacement, (5) arc-fault circuit breakers, (3) new receptacle and circuit, (2) replace exterior fixture, (2) replace dining room fixture, (2) 3-way switch replacement, install dining room fixture, (2) ground fault receptacle and dedicated circuit,(2) 10 yr smoke detectors, 120v smoke detector. fishing only
AS PER NEC 2017",2023-01-25 05:00:00+00,-75.0981299800768,40.04314893117235
EP-2025-006379,6603 ALGARD ST,Addition and/or Alteration,"(13) 15 ampere duplex receptacle, (4) 3-way switch replacement, (3) switch replacement, (3) ground fault receptacle, (2) fluorescent fixture, replace exterior fixture, replace bedroom fixture, relocate meter socket, (2) 10 yr smoke detector, install smoke/co detector. fishing only",2025-07-02 04:00:00+00,-75.05124119022884,40.02686344119023
RP-2021-015010,4911 W STILES ST,Addition and/or Alteration,"remove portion of first floor kitchen area, including replacement of numerous floor joist and non loadbearing wall existing  opening.

interior renovation only as per plan.",2021-10-04 04:00:00+00,-75.22009683948201,39.973231251187535
PP-2025-011784,13441 KELVIN AVE,Alterations,Replace curb traps and fresh air inlets ,2025-09-11 04:00:00+00,-75.00591385972929,40.12475564073277
MP-2021-002697,2321 W THOMPSON ST,Addition and/or Alterations,"INSTALLATION TO INCLUDE 95%  DIRECT VENT HAVC, 85K BTU, 2 TON CONDENSER CONNECTING TO ALL NECESSARY DUCT WORK WITH A TOTAL OF (8)DIFFUSERS/REGISTERS AS PER EZ STANDARD.",2021-04-29 04:00:00+00,-75.17434106030882,39.975357290552104
PP-2021-008048,5400 GAINOR RD,Alterations,"4 WC, 4 LAV, 3 SHOWER, KITCHEN, HWH, HOSE BIBB AND LAUNDRY",2021-05-14 04:00:00+00,-75.23306012007583,39.98862826052813
PP-2022-003034,2123 MOUNTAIN ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-000255,2022-11-01 04:00:00+00,-75.18063782058732,39.93136590055144
DP-2025-001275,1222 W SERGEANT ST,City Demolition,Sub Demolition Permit for CF-2024-068884. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: No sidewalk. (1) stucco c/w 1224 W. Sergeant. Erosion control mat with topsoil and seed. 4' corral fence across front.,2025-11-26 05:00:00+00,-75.15195696972476,39.991118530581055
EP-2023-008452,3004 EUCLID AVE,Addition and/or Alteration,"Total rewire, 100 amp service.
AS PER NEC 2017",2023-09-06 04:00:00+00,-75.18340805021226,39.9844437706282
EP-2023-010323,4937 KERSHAW ST,Addition and/or Alteration,"Install 100 - amp service receptacles, switches and replace  receptacles and switches, fishing through walls only as per 2017 NEC.",2023-10-25 04:00:00+00,-75.2218289897979,39.97425554070005
EP-2025-011403,1233 CARDEZA ST,Addition and/or Alteration,"Install a 100 - amp service, receptacles and switches and replace receptacles and switches. Fishing wires through walls only as per 2017 NEC.",2025-12-03 05:00:00+00,-75.17136224943435,40.060108290903884
RP-2023-010889,1502 S 17TH ST,Addition and/or Alteration,"MAKE-SAFE PERMIT: FOR THE REPLACEMENT OF THE DAMAGED PORTION OF THE SIDE WALL TO RESOLVE CASE CF-2023-076452. ALL WORK TO BE DONE PER APPROVED PLANS AND ENGINEERING INSPECTION LETTER. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. A SEPARATE PERMIT IS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON CASE CF-2023-076452. ""IN ACCORDANCE WITH CODE BULLETIN PM-1801, A PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT. THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.""",2023-11-08 05:00:00+00,-75.17319692019076,39.93208130062307
RP-2022-008742,6134 PALMETTO ST,Addition and/or Alteration,"**MAKE SAFE PERMIT** FOR REPLACEMENT OF REAR WALLS AND FOUNDATIONS, NEW FLOOR/ROOF JOIST TO COMPLY WITH VIOLATION CASE #713416. NOT TO EXCEED SCOPE OF WORK NOTED IN ENGINEER'S REPORT AND SHOWN ON APPROVED PLANS. SEPARATE PERMITS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON THE VIOLATIONS. IN ACCORDANCE WITH CODE BULLETIN PM-1801, A PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT. THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.",2023-01-14 05:00:00+00,-75.09756141969834,40.04625229054053
PP-2021-023928,3727 MELON ST,Alterations,INSTALLING 1 NEW TOILET 1 LAUNDRY SINK 1 HOT WATER HEATER 1 LAVATORY SINK 1 TUB/SHOWER 1 KITCHEN SINK,2021-12-13 05:00:00+00,-75.19709483970394,39.965348610812434
PP-2022-011030,2827 WILMOT ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2022-07-26 04:00:00+00,-75.07116986982624,39.997711171217276
PP-2022-007315,4211 WESTMINSTER AVE,Alterations,"Replace 3/4"" service from curb to meter",2022-05-21 04:00:00+00,-75.20869422941705,39.970164620932394
EP-2023-002996,3035 ALMOND ST,Addition and/or Alteration,"RE-WIRE WHOLE HOUSE WITH 200 AMP SERVICE CABLE, NEW LIGHT SWITCHES, OUTLETS AND SMOKE DETECTOR PER 2017 ELECTRICAL CODE AS PER 2017 NEC",2023-04-12 04:00:00+00,-75.10713969053954,39.98355794061238
PP-2023-013795,945 N 43RD ST,Alterations,REPAIR/REPLACE CT & FAI,2023-10-06 04:00:00+00,-75.210146630435,39.971095510939875
1033548,4714 SMICK ST,New Construction,FOR THE INSTALLATION OF A NEW FIRE SUPPRESSION SYSTEM DESIGNED PER NFPA 13R STANDARD WITH A NEW 1 INCH COMBINED SERVICE LINE AND SPRINKLER LAYOUT AS PER PLANS.,2020-01-08 17:22:00+00,-75.23025255011511,40.031975340948385
MP-2025-006390,2331 79TH AVE,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing boiler only, in like and kind, using existing piping/ ductwork ",2025-12-16 05:00:00+00,-75.1569482601254,40.07284025127715
PP-2020-003400,7020 GREENE ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-06-11 04:00:00+00,-75.19804632960421,40.047361990934256
PP-2024-001378,6623 MCCALLUM ST,Alterations,"Install plumbing for 3 1/2-Baths, 1-LS, 1-KS, and 1-HWH.
15 FIXTURES.",2024-02-06 05:00:00+00,-75.19103046046224,40.04496784097
PP-2023-000146,141 APSLEY ST,Alterations,"EZ PLUMBING PERMIT - Plumbing alterations throughout an existing single-family dwelling. Install new fixtures with piping, 4 water closets/urinals, 4 lavs, 3 shower/tubs, 1 laundry, 1 kitchen sink, 1 hot water tank. as per the 2018 Philadelphia Plumbing Code. Combo with RP-2022-012420.",2023-01-18 05:00:00+00,-75.16254700967913,40.023691171155306
PP-2023-012916,709-15 CECIL B MOORE AVE,Alterations,SEAL LATERAL FOR DEMO.,2023-09-21 04:00:00+00,-75.14734221041054,39.97766045063751
PP-2020-008889,1147 S SYDENHAM ST,Alterations,INSTALLING A 3/4'' WATER SERVICE ,2020-10-08 04:00:00+00,-75.16941616960052,39.93652384117651
PP-2023-007627,3606 MELON ST,Alterations,Created from Demolition Permit DP-2023-000715. Lateral seal,2023-06-01 04:00:00+00,-75.19527802044581,39.96521956092858
PP-2020-014577,2819 N 9TH ST,Alterations,installing a 3/4'' water service,2020-12-09 05:00:00+00,-75.14544707992027,39.99486467088737
PP-2022-016028,1808 DALLAS ST,Alterations,REPAIR/REPLACE STORM AND SANITARY CT and FAI,2022-11-09 05:00:00+00,-75.14644920955807,40.06277498076076
PP-2024-010046,1010 S 60TH ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2024-07-18 04:00:00+00,-75.24408162004985,39.94754772106129
PP-2025-012187,2221 N MOLE ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2025-09-18 04:00:00+00,-75.15888776038338,39.98712866049347
MP-2022-001638,30 W HIGHLAND AVE,New Construction,Mechanical / Fuel Gas Permit for combo RP-2021-015969,2023-09-14 04:00:00+00,-75.2068377102764,40.07532899083374
PP-2022-005414,7011 LARGE ST,Alterations,"REPAIR/REPLACE CURB TRAP, FAI",2022-04-07 04:00:00+00,-75.0678015398493,40.0459443609082
RP-2023-013319,9115 VERREE RD,Addition and/or Alteration,"PERMIT STANDARDS ALTERATIONS
For alterations to an existing one family dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work includes any modification to exterior walls, party walls, floor/roof framing or foundations, underpinning and excavations (i.e., digging in basement). Any work/alterations to the basement/cellar are expressly prohibited unless documented as an existing habitable space with heights and means of egress per conditions of the EZ standard. separate permits required for mechanical, electric and plumbing, etc.
*No basement alterations of any kind were proposed or approved for this permit*
*No structural alterations of any kind were proposed or approved for this permit*
APPROVED SCOPE OF WORK
THE APPROVED SCOPE OF WORK FOR THIS PERMIT IS LIMITED TO NON-STRUCTURAL ALTERATIONS THROUGHOUT THE FIRST AND SECOND FLOOR. A REPORT WITH A DETAILED SCOPE OF WORK PROVIDED BY THE PA LICENSED ENGINEER WHO PERFORMED THE ONSITE INSPECTION ON (1/22/24) AND STAMPED/SEALED THE DOCUMENT.
",2024-02-09 05:00:00+00,-75.04899455963083,40.09563110126236
RP-2024-006428,2411 N 11TH ST,New Construction,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. (UNDERPINNING NOT A PART OF THIS PERMIT). SEPARATE PERMITS REQUIRED FOR SPRINKLER (NFPA 13D) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2025-05-16 04:00:00+00,-75.1493757103181,39.98895123099456
RP-2020-010730,1812 S TAYLOR ST,New Construction,"ERECTION OF A NEW THREE (3) STORY BUILDING, WITH BASEMENT, A ROOF DECK ACCESSED BY OPEN SPIRAL STAIRWAY. FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING AS PER PLANS. STRUCTURE TO BE FULLY SPRINKLERED. ALL WORK TO BE DONE PER APPROVED PLANS. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.

5/25/2021: AMEND NEW CONSTRUCTION PERMIT TO HAVE STRUCTURAL BEAM REPLACEMENT AS PER APPROVED PLAN.",2020-12-02 05:00:00+00,-75.18650243000509,39.92998279081249
PP-2022-012577,309 QUEEN ST,Alterations,"-Install 2"" inch PVC drain line for stall shower
-Install 1-1/2"" drain line for vanity.
-Install Vanity complete with necessary copper piping.
-Install shower diverter and necessary copper piping.
-Install new water closet and necessary copper piping.",2022-09-01 04:00:00+00,-75.14908092996681,39.93752246082319
ZP-2020-007738,2521 JEFFERSON ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A CELLAR AND A ROOF DECK WITH A ROOF ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2020-11-19 15:40:28+00,-75.17717191960679,39.978443441027494
PP-2022-009469,823 MCCLELLAN ST,Alterations,Bathroom remodel. replacing fixtures. ,2022-06-22 04:00:00+00,-75.15990648033929,39.926544610808094
RP-2021-010484,1123 CARPENTER ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS- For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. STRUCTURAL ALTERATION OR REPAIR IS EXPRESSLY PROHIBITED UNDER THIS PERMIT.  PROHIBITED STRUCTURAL WORK INCLUDES ANY MODIFICATION TO EXTERIOR WALLS, PARTY WALLS, FLOOR/ROOF FRAMING OR FOUNDATIONS; UNDERPINNING AND EXCAVATIONS (I.E. DIGGING IN BASEMENT). ANY WORK/ALTERATIONS TO THE BASEMENT/CELLAR IS EXPRESSLY PROHIBITED UNLESS DOCUMENTED AS AN EXISTING HABITABLE SPACE WITH HEIGHTS AND MEANS OF EGRESS PER CONDITIONS OF THE EZ STANDARD. Separate permits required for Mechanical, Electric and Plumbing, ETC. 
Bathroom remodel",2021-07-13 04:00:00+00,-75.16200970007043,39.93865032089645
PP-2020-004978,4211 VIOLA ST,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-07-31 04:00:00+00,-75.21002684010587,39.97586482067818
RP-2025-008633,5549 LINMORE AVE,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS- For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Separate permits are required for plumbing and electrical work and the installation of heating/cooling appliances. STRUCTURAL ALTERATION OR REPAIR IS EXPRESSLY PROHIBITED UNDER THIS PERMIT. PROHIBITED STRUCTURAL WORK INCLUDES ANY MODIFICATION TO EXTERIOR WALLS, PARTY WALLS, FLOOR/ROOF FRAMING OR FOUNDATIONS; INCLUDING UNDERPINNING, EXCAVATION, AND REMOVAL OF FOUNDATION SLAB. NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR.

  PHDC AMP WORK ORDER 210407 BATHROOM RENOVATION",2025-08-19 04:00:00+00,-75.21995992045132,39.933434020494836
PP-2024-004499,120 W GODFREY AVE,Alterations,Replace Rainleader Cesspool in Rear of Home,2024-03-25 04:00:00+00,-75.12085234009693,40.04443009057299
RP-2023-002086,1942 N CROSKEY ST,Addition and/or Alteration,"EZ RESIDENTIAL ALTERATIONS STANDARDS PERMIT - SFD Property per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans.  Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work any modifications to exterior walls, party walls, floor/roof framing or foundations, including underpinning, excavation, and removal of foundation slab. NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR. Separate permits required for Mechanical, Electric and Plumbing. This permit is for the Alterations approved by the PHDC as per Work Order Number: 177202 - Second Floor Full 3-piece bathroom remodel and enlarging door opening; installing new door assembly; new access door; built wall for shower; install 1/2inch GWB; install M.R. GWB; install grab bars; installing 1-24inch lavatory; 1 chair height H/C toilet; 1 36X60 Shower stall; under-floor plumbing, re-locate radiator; 1 ground fault receptacle circuit, electric wall/ceiling heater, exhaust fan, medicine cabinet & light; for Philadelphia Housing Development Corporation (PHDC) for the AMP repair program.  ",2023-03-01 05:00:00+00,-75.17104562947694,39.98450488131487
PP-2022-006629,2344 N 31ST ST,Alterations,Replace Rain leader Cesspool in back of home,2022-05-04 04:00:00+00,-75.18304531987398,39.99262992123237
RP-2024-001265,1794 PLYMOUTH ST,Addition and/or Alteration,"EZ PERMIT STADARDS ALTERATIONS- For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. STRUCTURAL ALTERATION OR REPAIR IS EXPRESSLY PROHIBITED UNDER THIS PERMIT.  PROHIBITED STRUCTURAL WORK INCLUDES ANY MODIFICATION TO EXTERIOR WALLS, PARTY WALLS, FLOOR/ROOF FRAMING OR FOUNDATIONS; UNDERPINNING AND EXCAVATIONS (I.E. DIGGING IN BASEMENT).  NO WORK PERMITED IN THE BASEMENT. PHDC WORK ORDER",2024-02-05 05:00:00+00,-75.14557124025981,40.063969821329316
PP-2023-010795,1404 S 16TH ST,New Construction or Additions,"INSTALL 10 FIXTURES & PIPING: 2 Lavatories, 2 WC, 2 Showers/Tubs, 1 KS, 1 HWH, 1 Hose Bibs, 1 Storm Drain, &  1 Dishwasher. 
To replace interior house drain & stack.",2023-08-03 04:00:00+00,-75.17132767975329,39.93318574080337
EP-2021-015672,4475 FLEMING ST,New Construction,Electrical Permit for combo RP-2021-004863,2023-07-20 04:00:00+00,-75.22143461960495,40.030312201253416
EP-2020-009842,1500 S 25TH ST,New Construction,"Install 200 AMP electrical service. Wire throughout a new single family dwelling: switches, receptacles, lights, phones, TVs, and interconnected smoke/CO detectors as per NEC 2014.",2020-11-10 05:00:00+00,-75.18664965983707,39.93399840127912
PP-2025-008359,419 MCKEAN ST,Alterations,curb trap  main drain fresh air inlet ,2025-06-29 04:00:00+00,-75.15382660054965,39.92371550130654
PP-2022-010087,2936 W NORRIS ST,Alterations,"Replace toilet
Replace 15 ft of PVC main drain in basement",2022-07-06 04:00:00+00,-75.18235507009673,39.98634692052898
PP-2022-011103,745 E RITTENHOUSE ST,Alterations,"REPAIR REPLACE CT, FAI",2022-07-27 04:00:00+00,-75.16756746017944,40.04645610098604
PP-2022-012040,66 E CLAPIER ST,Alterations,Replace section of main drain in basement and replace rain leader cesspool,2022-08-16 04:00:00+00,-75.16154742978188,40.030369720511956
PP-2023-007456,4624 PALETHORP ST,Alterations,Replace curb trap fai,2023-06-01 04:00:00+00,-75.12802220002429,40.02107715108407
PP-2024-007932,1152 E PRICE ST,Alterations,Replace curb trap and fai,2024-06-17 04:00:00+00,-75.16038593983195,40.05140771113576
RP-2021-013276,4204 E THOMPSON ST,New Construction,"FOR THE CONSTRUCTION OF AN ATTACHED STRUCTURE WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR A SINGLE-FAMILY HOUSEHOLD LIVING.  AS PER PLANS.  **************NO UNDERPINNING ON THIS APPLICATION. SEPARATE PERMITS ARE REQUIRED FOR PLUMBING, MECH. OR ELECTRICAL WORK.*****************",2022-12-28 05:00:00+00,-75.07988305017295,39.99740622051023
PP-2025-008409,3148 N PARK AVE,EZ Bathroom & Kitchen Remodel,Replace existing drain lines and fixtures to second floor bathroom In accordance with attached standard. ,2025-06-26 04:00:00+00,-75.15206248992061,40.000979230909216
PP-2022-011512,2816 S MARSHALL ST,Alterations,"REPAIR/REPLACE CT, FAI",2022-08-03 04:00:00+00,-75.15918021052578,39.91350877070183
PP-2020-004991,1641 E HUNTING PARK AVE,Alterations,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-07-21 04:00:00+00,-75.09504659049492,40.009065081145955
PP-2023-006788,4954 W STILES ST,Alterations,Replace laundry tub and partial main drain in basement. ,2023-05-18 04:00:00+00,-75.2210292003377,39.97291862080478
PP-2021-018486,228 FOUNTAIN ST,New Construction or Additions,"New construction: install piping and fixtures as follows: 6 lavatories, 5 water closets, 1 kitchen sink, 4 shower/tubs, 1 water heater, 4 roof drains, 1 hose bib, and 1 laundry sink. Install new 1-1/2"" K copper RFSS water service and meter and new 6"" sanitary lateral with curb trap, FAI, and main drain,  PA 1 Call 20212561822",2021-10-08 04:00:00+00,-75.22907471989177,40.03480694059916
EP-2020-008593,1553 BEVERLY RD,Addition and/or Alteration,"rewire entire premises which includes wiring for receptacles,switches,smoke detectors ,gfcis,lighting fixtures and all electrical systems in accord with 2017 nec code.Install 200 amp service in accord with 2014 nec code",2020-10-23 04:00:00+00,-75.15983502978348,40.059086341275254
MP-2025-003918,2123 CATHARINE ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

92% 60K BTU Gas furnace, 2.5 ton AC, new ductwork, & 11 diffusers",2025-07-31 04:00:00+00,-75.17830270975355,39.942475881066976
ZP-2025-006258,237-39 E WISTER ST,Change of Use,Residential - Household Living - Single-Family,2025-10-22 16:56:19+00,-75.16249219056436,40.032947471126384
DP-2025-001305,3532 N 15TH ST,City Demolition,"Sub Demolition Permit for CF-2025-127528. For the complete demolition of a property as part of the City of Philadelphia Demolition Program. Add'l specs: Replace sidewalk . (1) STUCCO C/W 3534 n. 15TH. Remove 2 trees, side masonry wall in rear. 6' chain link fence in rear c/w 3534 N. 15th.  4' corral fence across front. Erosion control mat with topsoil and seed. ",2025-12-04 05:00:00+00,-75.15365238988481,40.007195731197
