permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
PP-2025-003066,139 S 24TH ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-012752,2025-08-20 04:00:00+00,-75.17922292952461,39.951595571358254
PP-2021-025405,1713 SEYBERT ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-016783,2022-06-02 04:00:00+00,-75.16420541014615,39.97434176089781
PP-2024-017123,2109 N PERCY ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-012407,2024-12-23 05:00:00+00,-75.14839953966806,39.984034891011966
PP-2024-017129,2133 N PERCY ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-012991,2024-12-26 05:00:00+00,-75.1482990695053,39.984492460823105
PP-2024-017127,2133 N PERCY ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-012991,2024-12-23 05:00:00+00,-75.1482990695053,39.984492460823105
PP-2021-020557,2336 GERRITT ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-014029,2022-12-07 05:00:00+00,-75.18369530045574,39.93441777119565
PP-2021-010008,2235 CROSS ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13D) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IRC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2021-10-29 04:00:00+00,-75.18230465976032,39.9328234405385
PP-2022-002888,1743 N MARSHALL ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-011965,2023-01-20 05:00:00+00,-75.1456961196883,39.978168070533336
PP-2020-009000,2701 EARP ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-09-25 04:00:00+00,-75.18915382971745,39.936219151366345
PP-2021-023198,4736 SILVERWOOD ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-015817,2023-07-13 04:00:00+00,-75.22671366963954,40.034221781149334
PP-2022-012557,1638 FITZWATER ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-009237,2023-01-30 05:00:00+00,-75.1704938699994,39.942221341357445
PP-2022-011803,3600 GRANT AVE,New Construction or Additions,"CT, FAI, MD, WD 1"" WDP",2022-08-12 04:00:00+00,-74.99905206005313,40.06335981127778
PP-2020-001507,1730 HOPE ST,New Construction or Additions,"For Exterior Plumbing to include CURB TRAP, FRESH AIR INLET, and HOUSE DRAIN as  per 2018 Philadelphia Plumbing Code.",2020-06-01 04:00:00+00,-75.13474370011588,39.97613218136705
PP-2024-006648,6995 PECHIN ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2023-011349,2025-08-12 04:00:00+00,-75.22913728038466,40.0429008809491
PP-2025-001470,2513 N 12TH ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-009815,2025-02-05 05:00:00+00,-75.15119570009487,39.990690790620604
ZP-2021-009946,1431 HANSON ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION / PLANS.,2021-09-27 18:20:22+00,-75.2113437203034,39.940718300834405
PP-2023-000371,3570 CALUMET ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-014178,2023-10-19 04:00:00+00,-75.1931388101971,40.01321083090271
PP-2021-022261,1704 ALTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-017300,2023-06-02 04:00:00+00,-75.17209999057928,39.93780928084129
PP-2021-011584,2133 SEARS ST,New Construction or Additions,"New construction, 3 story, single family dwelling with a rooftop deck with an open spiral stair to roof deck.  ( details as shown on the plan).",2021-10-18 04:00:00+00,-75.18006176996997,39.93543756127964
PP-2023-004811,1419 N MARSTON ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2023-002497,2023-08-31 04:00:00+00,-75.18037801959404,39.977709520865425
PP-2024-017316,926 FRENCH ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-011608,2025-01-13 05:00:00+00,-75.14889573023832,39.98478807095487
PP-2023-005618,1425 N MARSTON ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-001433,2023-08-07 04:00:00+00,-75.18035216977663,39.977833650941314
PP-2021-016933,730 N SHEDWICK ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-011345,2022-01-24 05:00:00+00,-75.19305189016973,39.96702130112696
PP-2023-004702,1441 N MARSTON ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2023-001439,2023-06-01 04:00:00+00,-75.1802853305745,39.97813737076723
PP-2024-016435,2307 PALETHORP ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-012332,2025-04-14 04:00:00+00,-75.1354408499061,39.98550172137499
PP-2020-004287,3123 TASKER ST,New Construction or Additions,"For Interior/Exterior Plumbing of a New Single Family Dwelling to include CURB TRAP, FRESH AIR INLET, HOUSE DRAIN, 1"" WATER SERVICE, [3]WATER CLOSETS, [3]LAVATORIES, [3]SHOWERS/TUBS, [1]KITCHEN SINK, [1]WATER HEATER, and [1]LAUNDRY SINK as per 2018 Philadelphia Plumbing Code.
",2020-10-08 04:00:00+00,-75.19679575040301,39.93428935118136
PP-2025-011897,2053 N ORKNEY ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2025-007449,2025-10-20 04:00:00+00,-75.14169500947608,39.9824458909731
PP-2021-024418,308 SEARS ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-015124,2022-02-03 05:00:00+00,-75.15020266036203,39.931370431223776
PP-2020-003648,2120 KIMBALL ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-06-17 04:00:00+00,-75.17889610964973,39.94014410063505
ZP-2024-008066,3224 N 7TH ST,"New construction, addition, GFA change","FOR THE PARTIAL DEMOLITION OF THE REAR ONE-STORY PORTION OF AN EXISTING ATTACHED TWO-STORY SINGLE-FAMILY STRUCTURE; SIZE AND LOCATION AS SHOWN ON THE APPLICATION/PLAN.  ",2024-08-27 00:02:44+00,-75.14221738038538,40.00092244050746
ZP-2021-007683,1310 N 24TH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH CELLAR AND AN ACCESSORY ROOF DECK (FOR RESIDENTIAL USE ONLY) WITH ROOF ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN.,2021-08-10 17:26:37+00,-75.1754171096624,39.97562737062307
ZP-2024-008843,1600-16 N 9TH ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH REAR 2ND FLOOR ROOF DECK. SIZE AND LOCATION AS PER PLANS.
Amendment: Amend permit to stamp ZBA proviso plan and form.",2024-07-10 04:00:00+00,,
ZP-2021-010754,2670 BRADDOCK ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE (NTE 38FT.) WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS PER PLANS. FOR A SINGLE-FAMILY HOUSEHOLD LIVING.  ,2021-11-02 22:53:21+00,-75.12365630945848,39.98729793118268
PP-2022-014056,6147 OSCEOLA ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2022-009539,2022-11-14 05:00:00+00,-75.17686338020013,40.04441831136756
PP-2024-004001,4050 CONSHOHOCKEN AVE,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-002616,2025-06-10 04:00:00+00,-75.21287778965673,40.001192930634005
PP-2020-012745,2001 BEACH ST,New Construction or Additions,ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR  SPRINKLER ( MINIMUM 13D) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.  'TYPE E' CONFIGURATION BASED ON THE MASTER PERMIT APPROVAL DOCUMENTS.,2021-04-12 04:00:00+00,-75.11693210992816,39.971272101012175
PP-2023-012071,2107 LEAGUE CT,New Construction or Additions,"INSTALL 1"" WDP, SANITARY AND STORM MD, CT & FAI's.",2025-04-30 04:00:00+00,-75.17844563987481,39.93991023069541
ZP-2020-009625,1309 S DOVER ST,"New construction, addition, GFA change",APPLICATION IS FOR A NEW CONSTRUCTION OF AN ATTACHED BUILDING WITH A ROOF DECK AND A ROOF ACCESS STRUCTURE (SIZE AND LOCATION AS SHOWN ON PLANS/APPLICATION) ,2021-01-14 15:15:46+00,-75.19140036966252,39.936932780929645
PP-2020-012635,187 W NORRIS ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-11-24 05:00:00+00,-75.13645933051846,39.98071060100822
ZP-2020-000349,828 MOUNTAIN ST,"New construction, addition, GFA change","For the erection of roof deck above the single story portion, accessed from an enclosed spiral stair and the second story rear of an existing single family structure; Size and location as shown in the plan.",2020-05-14 18:24:16+00,-75.15950606003656,39.928372730619806
ZP-2020-001286,1121 CROSS ST,"New construction, addition, GFA change","FOR THE ERECTION OF A THIRD STORY ADDITION WITH A BALCONY ACCESSED FROM THE THIRD FLOOR REAR IN AN EXISTING SINGLE-FAMILY DWELLING; SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN.",2020-12-16 05:00:00+00,-75.1634961799454,39.93056950063841
ZP-2025-005239,1007 W ORLEANS ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK AND A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON THE PLAN.,2025-07-03 13:10:36+00,-75.14723017942262,39.99703183115201
ZP-2022-003760,1829 S CAMAC ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE ABOVE THE EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2022-04-27 15:51:01+00,-75.16580871042795,39.92687174058733
ZP-2020-005434,628 MASTER ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED BUILDING WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE (SIZE AND LOCATION AS SHOWN ON PLANS),2020-09-02 20:06:01+00,-75.14715148998872,39.97283470078314
PP-2022-008021,1014 N LEITHGOW ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-003701,2022-12-05 05:00:00+00,-75.1440583297001,39.96840744106237
PP-2023-010452,2147 CATHARINE ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-005355,2023-11-08 05:00:00+00,-75.17896510945667,39.942561081195706
PP-2022-000208,2208 CORAL ST,New Construction or Additions,"Interior plumbing 
3 WC,2 TUBS, 3 LAVATORIES,1 KS,1 LL,1 WH",2022-01-05 05:00:00+00,-75.13157318017772,39.982404810545034
PP-2022-011472,360 E WALNUT LN,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2022-005522,2022-09-27 04:00:00+00,-75.17336139991014,40.04578873115154
ZP-2021-004006,1516 S 12TH ST,"New construction, addition, GFA change",FOR THE PARTIAL DEMOLITION AT THE REAR OF AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN PLAN. ,2021-04-15 15:50:41+00,-75.16469143995991,39.93080488053906
ZP-2022-011078,917 SHELMIRE AVE,"New construction, addition, GFA change",For the addition of a detached parking garage accessory to an existing single family dwelling.,2023-05-10 04:00:00+00,-75.08223537967928,40.065363520479984
ZP-2025-004145,24 E ASHMEAD ST,"New construction, addition, GFA change",FOR NEW CONSTRUCTION OF AN ATTACHED BUILDING.  SIZE AND LOCATION PER APPROVED PLAN.,2025-08-25 13:51:28+00,-75.1660474405043,40.03125254061156
ZP-2021-002316,2227 FERNON ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE (NTE 38 FT.).        
SIZE AND LOCATION AS PER PLANS. FOR A SINGLE FAMILY HOUSEHOLD LIVING. ",2021-05-10 15:44:58+00,-75.18282553969694,39.93201938131207
ZP-2024-001984,2166 N FRANKLIN ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2024-03-04 16:14:45+00,-75.14636303960226,39.98477864085951
ZP-2020-010159,2127 DELANCEY PL,"New construction, addition, GFA change",For the addition of a roof deck above the rear third floor level accessed from the existing fourth floor level. Size and location per plans.,2020-12-16 15:12:41+00,-75.17768945017788,39.947797011343724
ZP-2025-003301,5942 ELLSWORTH ST,"New construction, addition, GFA change",FOR AN ADDITION ABOVE AN EXISTING TWO-STORY STRUCTURE. SIZE AND LOCATION AS SHOWN ON THE PLAN. AMENDED AS OF 5/31/2025 FOR A  REDUCTION IN BUILDING FOOTPRINT PER APPROVED.,2025-05-09 18:49:08+00,-75.24326056009191,39.94681668134429
ZP-2020-007472,2239 E WILLIAM ST,"New construction, addition, GFA change","For the erection of an attached structure (w/roof deck accessed by a pilot house enclosing access stairs only), size and location as shown on plan/application.",2020-10-21 13:52:08+00,-75.11527176955717,39.98645870077072
ZP-2021-004553,1006 N RANDOLPH ST,"New construction, addition, GFA change",ERECTION OF A ROOF DECK ON THE TOP OF REAR TWO STORY PORTION OF AN EXISTING STRUCTURE. SIZE AND LOCATION AS PER APPROVED PLAN. ,2021-05-25 00:35:05+00,-75.146172189612,39.969585760598896
ZP-2020-003364,1225 N MYRTLEWOOD ST,"New construction, addition, GFA change",For the erection of an attached structure with roof deck and roof deck access structure. Size and location as shown on application/plan.,2021-04-07 04:00:00+00,-75.18422932055047,39.97550891091406
ZP-2021-004349,2205 N FRANKLIN ST,"New construction, addition, GFA change",For the erection of a three-story attached structure that includes a full basement with egress wells and a roof deck with roof access structure. Size and location per plans.,2021-05-04 19:50:37+00,-75.14585957026549,39.985126691197465
ZP-2023-011665,5502 HOUGHTON ST,"New construction, addition, GFA change",For the erection of a sunroom addition onto the rear of an existing detached structure. Size and location per plans.,2024-08-07 04:00:00+00,-75.20557519023637,40.025130770515204
PP-2020-016216,2001 BEACH ST,New Construction or Additions,"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER 13R WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. Master approval-RP-2020-003735",2021-07-28 04:00:00+00,-75.11693210992816,39.971272101012175
PP-2020-011003,2500 E TIOGA ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO (2) FAMILY HOUSEHOLD LIVING. BUILDING TO BE SPRINKERED IN ACCORDANCE WITH MINIMUM 13D SYSTEM.  PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.TOWNHOUSE #40 - TYPE 1,2020-12-03 05:00:00+00,-75.09823219002979,39.990061931241826
PP-2022-003677,2304 SAN VINCENZO DR,New Construction or Additions,"ALL NEW PLUMBING, INCLUDING PLASTIC PEX WATER LINES AND PVC DRAINS WITH NEW FIXTURES",2022-03-11 05:00:00+00,-75.19009246032597,39.90959960071963
ZP-2023-011823,319 S AMERICAN ST,"New construction, addition, GFA change",For the removal of the roof deck. Size and locations per plans.,2023-12-15 19:39:55+00,-75.14610568975566,39.9440579709795
PP-2021-010087,545 GREEN LN,New Construction or Additions,"For the erection of a new single family dwelling. Three stories in height with accessory parking at ground floor and accessory roof deck accessible via pilot house, per plans.

no underpinning of foundation included.",2024-08-08 04:00:00+00,-75.21441777022719,40.03470950136493
PP-2025-001172,2708 E BIRCH ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-011237,2025-10-27 04:00:00+00,-75.10878120045001,39.98060339124827
PP-2024-013144,2621 W DAUPHIN ST,New Construction or Additions,Install drainage pipe and supply lines for 1 kitchen sink 1 laundry sink 1 toilet 1 vanity 1 shower 5 FIXTURES,2024-09-28 04:00:00+00,-75.17598358982096,39.990690940941356
PP-2022-012408,650 FAIRMOUNT AVE,New Construction or Additions,"INSTALATION OF 1"" WATER DISTRIBUTION, HOUSE DRAIN, CURB TRAP, FRESH AIR INLET New main drain and waterlines. 
New 
WATER CLOSETS,  SUMP PUMPS,  SHOWER/TUBS,  ROOF DRAINS,  LAVATORIES, KITCHEN SINKS,  HOT WATER HEATERS, HOSE BIBS,  AREA DRAINS
",2022-10-14 04:00:00+00,-75.14879128997022,39.96306154072496
ZP-2020-001779,416 E THOMPSON ST,"New construction, addition, GFA change",FOR THE ERECTION OF A ONE STORY REAR ADDITION TO AN EXISTING ATTACHED THREE STORY STRUCTURE. FOR USE AS A SINGLE FAMILY HOUSEHOLD LIVING. ,2020-07-31 21:32:02+00,-75.13056487984798,39.97169279078281
PP-2021-001733,9675 ACADEMY RD,New Construction or Additions,FOR THE INSTALLATION OF INTERIOR PLUMBING INSTALLATION IN ACCORDANCE WITH 2018 PPC.,2021-03-25 04:00:00+00,-75.0018559601582,40.07392117123636
PP-2021-015720,9336 ANNAPOLIS RD,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-009732,2021-09-21 04:00:00+00,-75.01365599014741,40.0648728009242
PP-2024-009729,2811 CAMBRIDGE ST,New Construction or Additions,"Adding a toilet, lav, tub to new 3rd fl bathroom.  ",2024-07-16 04:00:00+00,-75.18236066952615,39.97383806129732
PP-2020-014456,147 SUMAC ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (MIN. NFPA 13D) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IRC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2022-09-09 04:00:00+00,-75.20841087029869,40.017841110995505
ZP-2020-006348,2003 SAINT ALBANS ST,"New construction, addition, GFA change",FOR THE DEMO OF AN ATTACHED  REAR STRUCTURE AND THE ERECTION OF AN ADDITION ABOVE AN EXISTING ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS PER PLANS.  FOR A SINGLE FAMILY HOUSEHOLD LIVING.,2020-09-28 18:28:59+00,-75.17574825944759,39.94256609115223
PP-2022-013677,2510 S 17TH ST,New Construction or Additions,"3 wc, 3 lav, 3 shower, kitchen, hose bibb and hwh",2022-09-23 04:00:00+00,-75.1759137300976,39.9197324210229
PP-2022-009526,2056 HAINES ST,New Construction or Additions,"Install 3 water closets, 3 lavs, 3 tubs, 1 kitchen sink, 1 laundry and 1 hot water heater.
AS PER PPC 2018",2022-07-10 04:00:00+00,-75.15413161981266,40.057647030869994
PP-2020-008539,2431 LOMBARD ST,New Construction or Additions,"3 1/2 BATH,1 LAUNDRY,1 KITCHEN,1 HOT WATER HEATER PPC 2018",2020-09-18 04:00:00+00,-75.1814523997416,39.94682843097623
PP-2024-007573,3330 KAYFORD CIR,New Construction or Additions,"Plumbing Permit (Water Distribution) for combo RP-2024-001532

AMENDMENT
The combined domestic/fire line is actually 1"" not 3/4""",2024-09-05 04:00:00+00,-74.99192587969551,40.07530256110515
PP-2024-008402,1326 S DOVER ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-005305,2024-07-30 04:00:00+00,-75.19175373950627,39.936636711266665
PP-2020-016253,2211 NAUDAIN ST,New Construction or Additions,FOR THE COMPLETE RECONSTRUCTION OF A THREE (3) STORY ATTACHED STRUCTURE AS PER APPROVED PLANS TO INCLUDE REAR ADDITION AND NEW ROOF DECK. FOR USE AS SINGLE FAMILY DWELLING. STRUCTURE TO BE FULLY SPRINKLERED IN ACCORDANCE WITH NFPA 13D MINIMUM. **SEPARATE PERMITS REQUIRED FOR MEP AND FIRE SUPPRESSION WORK.**  **2015 IRC**,2021-05-06 04:00:00+00,-75.17898864946807,39.94599907114593
PP-2020-001580,3709 MELON ST,New Construction or Additions,"Interior work only. Install fixtures with piping on 1st and 2nd floors: (2)water closets, (2)lavatories, (1) shower/tub, (1) Kitchen Sink, (1) Laundry Sink, and (1) Hot-Water Heater as per 2018 Philadelphia Plumbing Code.",2020-07-10 04:00:00+00,-75.19666798016317,39.96538194083535
PP-2021-024288,926 S BONSALL ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-015386,2024-04-01 04:00:00+00,-75.18172686046476,39.941286480758954
PP-2025-009651,1709 N 4TH ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2025-003314,2025-10-09 04:00:00+00,-75.14142997974325,39.97686131077054
PP-2022-017998,1431 S HOWARD ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-018585,2023-09-15 04:00:00+00,,
PP-2021-002809,2100 KIMBALL ST,New Construction or Additions,"Installing 1"" Water Service, 5"" Curb Trap, 4"" Main Drain & 4"" Fresh Air Inlet",2021-02-23 05:00:00+00,-75.17820006973574,39.940057840719135
PP-2024-001156,2501-35 E HAGERT ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-011759,2025-07-08 04:00:00+00,-75.12215623994686,39.977705180978276
PP-2021-000928,3403 W LIPPINCOTT ST,New Construction or Additions,"FOR NEW CONSTRUCTION OF A FOUR-STORY ATTACHED BUILDING WITH TWO ROOF DECKS AND ACCESSORY INTERIOR PARKING GARAGE PER APPROVED PLANS.  BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13R MINIMUM.  SEPARATE PERMITS REQUIRED FOR ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2023-12-22 05:00:00+00,-75.18518927055409,40.00526922127068
PP-2021-024133,39 HERMAN ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-016965,2022-10-05 04:00:00+00,-75.17851675944141,40.04193353131955
PP-2020-011165,1411 S NAPA ST,New Construction or Additions,"FOR THE CONSTRUCTION OF AN ATTACHED STRUCTURE WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR USE AS A SINGLE FAMILY HOUSEHOLD LIVING WITH ONE (1) ACCESSORY INTERIOR PARKING SPACE. AS PER PLANS. 
  *************************************NO UNDERPINNING ON THIS APPLICATION. SEPARATE PERMITS ARE REQUIRED FOR PLUMBING, MECH., OR ELECTRICAL WORK.***************************************       ",2024-05-24 04:00:00+00,-75.19587971024616,39.93622062083769
PP-2021-006874,1334 N HANCOCK ST,New Construction or Additions,"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER (13D) WORK. UNDERPINNING IS PART OF THIS PERMIT WITH CONTINUANCE INSPECTIONS. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2022-02-17 05:00:00+00,-75.1381604797281,39.97177911068184
PP-2021-002191,1501 S 25TH ST,New Construction or Additions,"FOR THE ERECTION OF AN ATTACHED LIGHT-FRAMED STRUCTURE TO INCLUDE EGRESS WINDOW WELL, ACCESS PILOT HOUSE, ROOF DECK, PRIVATE GARAGE, ENGINEERED BRACED WALL PANEL CONFIGURATION, CONTINUOUS MAT FOUNDATION, RATED EXTERIOR WALL INSTALLATION, RATED INTERIOR GARAGE SEPARATION WALL PARTIION, RATED GARAGE SEPARATION FLOOR/CEILING ASSEMBLY, AND RATED FIRE PUMP ROOM INSTALLATION.  (IBC 2018) **SEPARATE PERMITS TO BE REQUIRED FOR PLUMBING, ELECTRICAL, AND FIRE SUPPRESSION SYSTEM INSTALLATIONS.**",2022-09-29 04:00:00+00,-75.1859998500547,39.933706101110964
PP-2021-018480,1754 N CROSKEY ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-011525,2022-12-19 05:00:00+00,-75.17159262037683,39.98170527125394
PP-2020-011386,1112 E MOYAMENSING AVE,New Construction or Additions,Install supply and DWV pipe to listed fixtures per 2018 Philadelphia Plumbing Code.,2020-10-22 04:00:00+00,-75.14875989948679,39.93340885116382
PP-2021-022166,739 N 35TH ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2022-02-18 05:00:00+00,-75.19356906947198,39.967222520470074
PP-2024-017391,1453 N ETTING ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-008012,2025-01-06 05:00:00+00,-75.17984477977055,39.97816660072305
PP-2025-013697,9741 KREWSTOWN RD,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2025-010164,2025-12-19 05:00:00+00,-75.03745672943433,40.09478447047305
PP-2023-014269,310 PORTER ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2023-005677,2025-01-29 05:00:00+00,-75.15305556989732,39.916945931021715
